"","DOI","Year","Author","references"
"395","10.1016/j.quascirev.2015.02.006","2015","M. Oehlerich and C. Mayr and N. Gussone and A. Hahn and S. Hölzl and A. Lücke and C. Ohlendorf and S. Rummel and B.M.A. Teichert and B. Zolitschka","Oehlerich, M., Mayr, C., Gussone, N., Hahn, A., Hölzl, S., Lücke, A., et al. (2015). Lateglacial and Holocene climatic changes in south-eastern Patagonia inferred from carbonate isotope records of Laguna Potrok Aike (Argentina). Quaternary Science Reviews, 114, 189–202. https://doi.org/10.1016/j.quascirev.2015.02.006"
"396","10.1177/0959683609104029","2009","M.D. Shapley and E. Ito and J.J. Donovan","Shapley, M. D., Ito, E., & Donovan, J. J. (2009). Lateglacial and Holocene hydroclimate inferred from a groundwater flow-through lake, Northern Rocky Mountains, USA. The Holocene, 19(4), 523–535. https://doi.org/10.1177/0959683609104029"
"397","10.1016/j.quascirev.2016.05.023","2016","M.G. Bustamante and F.W. Cruz and M. Vuille and J. Apa{\'{e}}stegui and N. Strikis and G. Panizo and F.V. Novello and M. Deininger and A. Sifeddine and H. Cheng and J.S. Moquet and J.L. Guyot and R.V. Santos and H. Segura and R.L. Edwards","Bustamante, M. G., Cruz, F. W., Vuille, M., Apaéstegui, J., Strikis, N., Panizo, G., et al. (2016). Holocene changes in monsoon precipitation in the Andes of NE Peru based on δ18O speleothem records. Quaternary Science Reviews, 146, 274–287. https://doi.org/10.1016/j.quascirev.2016.05.023"
"398","10.1016/j.epsl.2008.07.060","2008","M.R. van Breukelen and H.B. Vonhof and J.C. Hellstrom and W.C.G. Wester and D. Kroon","van Breukelen, M. R., Vonhof, H. B., Hellstrom, J. C., Wester, W. C. G., & Kroon, D. (2008). Fossil dripwater in stalagmites reveals Holocene temperature and rainfall variation in Amazonia. Earth and Planetary Science Letters, 275(1–2), 54–60. https://doi.org/10.1016/j.epsl.2008.07.060"
"399","10.1016/j.quascirev.2019.04.006","2019","M.S. Humphries and K.L. Kirsten and T.S. McCarthy","Humphries, M. S., Kirsten, K. L., & McCarthy, T. S. (2019). Rapid changes in the hydroclimate of southeast Africa during the mid- to late-Holocene. Quaternary Science Reviews, 212, 178–186. https://doi.org/10.1016/j.quascirev.2019.04.006"
"400","10.1016/j.quascirev.2011.07.014","2011","Maarten Blaauw and Bas van Geel and Iris Kristen and Birgit Plessen and Anna Lyaruu and Daniel R. Engstrom and Johannes van der Plicht and Dirk Verschuren","Blaauw, M., van Geel, B., Kristen, I., Plessen, B., Lyaruu, A., Engstrom, D. R., et al. (2011). High-resolution 14C dating of a 25,000-year lake-sediment record from equatorial East Africa. Quaternary Science Reviews, 30(21–22), 3043–3059. https://doi.org/10.1016/j.quascirev.2011.07.014"
"401","MacDonald, G.M., 1982. Late Quaternary palaeoenvironments of the MorleyFlats and Kananaskis Valley of southwest Alberta. Canadian Journal of Earth Sciences 19 : 23-35.","1982","MacDonald","MacDonald, G.M., 1982. Late Quaternary palaeoenvironments of the MorleyFlats and Kananaskis Valley of southwest Alberta. Canadian Journal of Earth Sciences 19 : 23-35."
"402","MacDonald, G.M., 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Doctoral dissertation. University of Toronto, Toronto, Ontario, Canada.","1984","MacDonald","MacDonald, G.M., 1984. Postglacial plant migration and vegetation development in the western Canadian boreal forest. Doctoral dissertation. University of Toronto, Toronto, Ontario, Canada."
"403","Maher Jr, L.J., 1973. Pollen evidence suggests that climatic changes in the Colorado Rockies during the last 5000 years were out of phase with those in the northeastern United States. In: Abstracts, Ninth Congress International Union for Quaternary Research, 2-10 December 1973, Christchurch, New Zealand (pp. 227-228).","1973","Maher Jr","Maher Jr, L.J., 1973. Pollen evidence suggests that climatic changes in the Colorado Rockies during the last 5000 years were out of phase with those in the northeastern United States. In: Abstracts, Ninth Congress International Union for Quaternary Research, 2-10 December 1973, Christchurch, New Zealand (pp. 227-228)."
"404","10.1038/nature13196","2014","Mahyar Mohtadi and Matthias Prange and Delia W. Oppo and Ricardo De Pol-Holz and Ute Merkel and Xiao Zhang and Stephan Steinke and Andreas Lückge","Mohtadi, M., Prange, M., Oppo, D. W., De Pol-Holz, R., Merkel, U., Zhang, X., et al. (2014). North Atlantic forcing of tropical Indian Ocean climate. Nature, 509(7498), 76–80. https://doi.org/10.1038/nature13196"
"405","10.1016/j.quascirev.2010.05.010","2010","Maija Heikkilä and Thomas W.D. Edwards and Heikki Seppä and Eloni Sonninen","Heikkilä, M., Edwards, T. W. D., Seppä, H., & Sonninen, E. (2010). Sediment isotope tracers from Lake Saarikko, Finland, and implications for Holocene hydroclimatology. Quaternary Science Reviews, 29(17–18), 2146–2160. https://doi.org/10.1016/j.quascirev.2010.05.010"
"406","10.1007/978-3-642-61113-1_6","1996","Malcolm K Hughes and Lisa J Graumlich","Hughes, M. K., & Graumlich, L. J. (1996). Multimillennial dendroclimatic studies from the western United States. Climatic Variations and Forcing Mechanisms of the Last 2000 Years, 109–124. https://doi.org/10.1007/978-3-642-61113-1_6"
"407","Manny, B.A., R.G. Wetzel and R.E. Bailey, 1978.Paleolimnological sedimentation of organic carbon, nitrogen, phosphorus, fossil pigments, pollen, and diatoms in a hypereutrophic hardwater lake : Acase history of eutrophication. Polskie ArchiwumHydrobiologii 25 : 243-267.","1978","Manny","Manny, B.A., R.G. Wetzel and R.E. Bailey, 1978.Paleolimnological sedimentation of organic carbon, nitrogen, phosphorus, fossil pigments, pollen, and diatoms in a hypereutrophic hardwater lake : Acase history of eutrophication. Polskie ArchiwumHydrobiologii 25 : 243-267."
"408","10.1016/j.quascirev.2015.07.009","2015","Manuel Chevalier and Brian M. Chase","Chevalier, M., & Chase, B. M. (2015). Southeast African records reveal a coherent shift from high- to low-latitude forcing mechanisms along the east African margin across last glacial–interglacial transition. Quaternary Science Reviews, 125, 117–130. https://doi.org/10.1016/j.quascirev.2015.07.009"
"409","10.1016/0034-6667(67)90150-9","1967","Margaret B. Davis","Davis, M. B. (1967). Pollen accumulation rates at Rogers Lake, Connecticut, during late- and postglacial time. Review of Palaeobotany and Palynology, 2(1–4), 219–230. https://doi.org/10.1016/0034-6667(67)90150-9"
"410","10.2307/2845547","1991","Margaret B. Davis and Mark W. Schwartz and Kerry Woods","Davis, M. B., Schwartz, M. W., & Woods, K. (1991). Detecting a Species Limit from Pollen in Sediments. Journal of Biogeography, 18(6), 653. https://doi.org/10.2307/2845547"
"411","10.1016/j.margeo.2013.12.003","2014","Marie-Louise S. Goudeau and Anna-Lena Grauel and Chiara Tessarolo and Arne Leider and Liang Chen and Stefano M. Bernasconi and Gerard J.M. Versteegh and Karin A.F. Zonneveld and W. Boer and C.M. Alonso-Hernandez and Gert J. De Lange","Goudeau, M.-L. S., Grauel, A.-L., Tessarolo, C., Leider, A., Chen, L., Bernasconi, S. M., et al. (2014). The Glacial–Interglacial transition and Holocene environmental changes in sediments from the Gulf of Taranto, central Mediterranean. Marine Geology, 348, 88–102. https://doi.org/10.1016/j.margeo.2013.12.003"
"412","10.1007/BF00682431","1995","Marjorie Green Winkler and Patricia R. Sanford","Winkler, M. G., & Sanford, P. R. (1995). Coastal Massachusetts pond development: edaphic, climatic, and sea level impacts since deglaciation. Journal of Paleolimnology, 14(3), 311–336. https://doi.org/10.1007/bf00682431"
"413","10.1016/S0031-0182(02)00274-2","2002","Markus L Heinrichs and Richard J Hebda and Ian R Walker and Samantha L Palmer","Heinrichs, M. L., Hebda, R. J., Walker, I. R., & Palmer, S. L. (2002). Postglacial paleoecology and inferred paleoclimate in the Engelmann spruce–subalpine fir forest of south-central British Columbia, Canada. Palaeogeography, Palaeoclimatology, Palaeoecology, 184(3–4), 347–369. https://doi.org/10.1016/s0031-0182(02)00274-2"
"414","10.1016/j.quascirev.2015.07.021","2015","Martina Stebich and Kira Rehfeld and Frank Schlütz and Pavel E. Tarasov and Jiaqi Liu and Jens Mingram","Stebich, M., Rehfeld, K., Schlütz, F., Tarasov, P. E., Liu, J., & Mingram, J. (2015). Holocene vegetation and climate dynamics of NE China based on the pollen record from Sihailongwan Maar Lake. Quaternary Science Reviews, 124, 275–289. https://doi.org/10.1016/j.quascirev.2015.07.021"
"415","10.1007/s00334-004-0047-6","2004","Martinus Fesq-Martin and Arne Friedmann and Michael Peters and Jan Behrmann and Rolf Kilian","Fesq-Martin, M., Friedmann, A., Peters, M., Behrmann, J., & Kilian, R. (2004). Late-glacial and Holocene vegetation history of the Magellanic rain forest in southwestern Patagonia, Chile. Vegetation History and Archaeobotany, 13(4), 249–255. https://doi.org/10.1007/s00334-004-0047-6"
"416","10.1177/0959683614556389","2014","Mary Edwards and Leanne Franklin-Smith and Charlotte Clarke and Joanna Baker and Sian Hill and Katherine Gallagher","Edwards, M., Franklin-Smith, L., Clarke, C., Baker, J., Hill, S., & Gallagher, K. (2014). The role of fire in the mid-Holocene arrival and expansion of lodgepole pine (Pinus contorta var. latifolia Engelm. ex S. Watson) in Yukon, Canada. The Holocene, 25(1), 64–78. https://doi.org/10.1177/0959683614556389"
"417","10.1029/2021GL096611","2022","Masanobu Yamamoto and Osamu Seki","Yamamoto, M., & Seki, O. (2022). Impact of Climate Change on Hunter‐Fisher‐Gatherer Cultures in Northern Japan Over the Past 4,400 Years. Geophysical Research Letters, 49(5). https://doi.org/10.1029/2021gl096611"
"418","10.1016/j.quascirev.2007.09.002","2008","Matthew C. Peros and Konrad Gajewski","Peros, M. C., & Gajewski, K. (2008). Holocene climate and vegetation change on Victoria Island, western Canadian Arctic. Quaternary Science Reviews, 27(3–4), 235–249. https://doi.org/10.1016/j.quascirev.2007.09.002"
"419","https://doi.org/10.1130/G22407.1","2006","Matthew D. Jones and C. Neil Roberts and Melanie J. Leng and Murat Türke{\c{s}}","Jones, M. D., Roberts, C. N., Leng, M. J., & Türkeş, M. (2006). A high-resolution late Holocene lake isotope record from Turkey and links to North Atlantic and monsoon climate. Geology, 34(5), 361. https://doi.org/10.1130/g22407.1"
"420","10.1016/j.quascirev.2015.07.004","2015","Matthew D. Jones and Sarah E. Metcalfe and Sarah J. Davies and Anders Noren","Jones, M. D., Metcalfe, S. E., Davies, S. J., & Noren, A. (2015). Late Holocene climate reorganisation and the North American Monsoon. Quaternary Science Reviews, 124, 290–295. https://doi.org/10.1016/j.quascirev.2015.07.004"
"421","10.1016/j.yqres.2015.07.003","2015","Matthew E. Kirby and Edward J. Knell and William T. Anderson and Matthew S. Lachniet and Jennifer Palermo and Holly Eeg and Ricardo Lucero and Rosa Murrieta and Andrea Arevalo and Emily Silveira and Christine A. Hiner","Kirby, M. E., Knell, E. J., Anderson, W. T., Lachniet, M. S., Palermo, J., Eeg, H., et al. (2015). Evidence for insolation and Pacific forcing of late glacial through Holocene climate in the Central Mojave Desert (Silver Lake, CA). Quaternary Research, 84(2), 174–186. https://doi.org/10.1016/j.yqres.2015.07.003"
"422","10.1016/j.quascirev.2012.05.008","2012","Matthew E. Kirby and Susan R.H. Zimmerman and William P. Patterson and Jose J. Rivera","Kirby, M. E., Zimmerman, S. R. H., Patterson, W. P., & Rivera, J. J. (2012). A 9170-year record of decadal-to-multi-centennial scale pluvial episodes from the coastal Southwest United States: a role for atmospheric rivers? Quaternary Science Reviews, 46, 57–65. https://doi.org/10.1016/j.quascirev.2012.05.008"
"423","10.3389/feart.2019.00074","2019","Matthew Edward Christopher Kirby and William Paul Patterson and Matthew Lachniet and James A. Noblet and Michael A. Anderson and Kevin Nichols and Judith Avila","Kirby, M. E. C., Patterson, W. P., Lachniet, M., Noblet, J. A., Anderson, M. A., Nichols, K., & Avila, J. (2019). Pacific Southwest United States Holocene Droughts and Pluvials Inferred From Sediment δ18O(calcite) and Grain Size Data (Lake Elsinore, California). Frontiers in Earth Science, 7. https://doi.org/10.3389/feart.2019.00074"
"424","10.1016/j.quascirev.2014.01.005","2014","Matthew S. Finkenbinder and Mark B. Abbott and Mary E. Edwards and Catherine T. Langdon and Byron A. Steinman and Bruce P. Finney","Finkenbinder, M. S., Abbott, M. B., Edwards, M. E., Langdon, C. T., Steinman, B. A., & Finney, B. P. (2014). A 31,000 year record of paleoenvironmental and lake-level change from Harding Lake, Alaska, USA. Quaternary Science Reviews, 87, 98–113. https://doi.org/10.1016/j.quascirev.2014.01.005"
"425","10.1038/ncomms4805","2014","Matthew S. Lachniet and Rhawn F. Denniston and Yemane Asmerom and Victor J. Polyak","Lachniet, M. S., Denniston, R. F., Asmerom, Y., & Polyak, V. J. (2014). Orbital control of western North America atmospheric circulation and climate over two glacial cycles. Nature Communications, 5(1). https://doi.org/10.1038/ncomms4805"
"426","10.5194/cp-16-1097-2020","2020","Mat{\'{\i}}as Frugone-{\'{A}}lvarez and Claudio Latorre and Fernando Barreiro-Lostres and Santiago Giralt and Ana Moreno and Josu{\'{e}} Polanco-Mart{\'{\i}}nez and Antonio Maldonado and Mar{\'{\i}}a Laura Carrevedo and Patricia Bern{\'{a}}rdez and Ricardo Prego and Antonio Delgado Huertas and Magdalena Fuentealba and Blas Valero-Garc{\'{e}}s","Frugone-Álvarez, M., Latorre, C., Barreiro-Lostres, F., Giralt, S., Moreno, A., Polanco-Martínez, J., et al. (2020). Volcanism and climate change as drivers in Holocene depositional dynamic of Laguna del Maule (Andes of central Chile – 36° S). Climate of the Past, 16(4), 1097–1125. https://doi.org/10.5194/cp-16-1097-2020"
"427","10.1016/j.quascirev.2013.01.016","2013","Maït{\'{e}} Van Rampelbergh and Dominik Fleitmann and Sophie Verheyden and Hai Cheng and Lawrence Edwards and Peter De Geest and David De Vleeschouwer and Stephen J. Burns and Albert Matter and Philippe Claeys and Eddy Keppens","Van Rampelbergh, M., Fleitmann, D., Verheyden, S., Cheng, H., Edwards, L., De Geest, P., et al. (2013). Mid- to late Holocene Indian Ocean Monsoon variability recorded in four speleothems from Socotra Island, Yemen. Quaternary Science Reviews, 65, 129–142. https://doi.org/10.1016/j.quascirev.2013.01.016"
"428","McAndrews, J.H., 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. In: Quaternary paleoclimate ed. by W.C. Mahaney (pp.319-333). Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom.","1981","McAndrews","McAndrews, J.H., 1981. Late Quaternary climate of Ontario: temperature trends from the fossil pollen record. In: Quaternary paleoclimate ed. by W.C. Mahaney (pp.319-333). Geo Abstracts, Ltd., University of East Anglia, Norwich, United Kingdom."
"429","10.1016/j.quascirev.2012.07.015","2013","Melanie J. Leng and Bernd Wagner and Anne Boehm and Konstantinos Panagiotopoulos and Christopher H. Vane and Andrea Snelling and Cheryl Haidon and Ewan Woodley and Hendrik Vogel and Gianni Zanchetta and Ilaria Baneschi","Leng, M. J., Wagner, B., Boehm, A., Panagiotopoulos, K., Vane, C. H., Snelling, A., et al. (2013). Understanding past climatic and hydrological variability in the Mediterranean from Lake Prespa sediment isotope and geochemical record over the Last Glacial cycle. Quaternary Science Reviews, 66, 123–136. https://doi.org/10.1016/j.quascirev.2012.07.015"
"430","Melief, A.B.M., 1985. ""Late Quaternary paleoecology of the ParqueNacional Natural los Nevados (Cordillera Central), and Sumapaz (Cordillera Oriental) areas,Colombia."" In: The Quaternary of Colombia, volume 12, (T. van der Hammen, Ed.), 162pp.","1985","Melief","Melief, A.B.M., 1985. ""Late Quaternary paleoecology of the ParqueNacional Natural los Nevados (Cordillera Central), and Sumapaz (Cordillera Oriental) areas,Colombia."" In: The Quaternary of Colombia, volume 12, (T. van der Hammen, Ed.), 162pp."
"431","10.1016/j.palaeo.2014.04.014","2014","Melissa A. Berke and Thomas C. Johnson and Josef P. Werne and Daniel A. Livingstone and Kliti Grice and Stefan Schouten and Jaap S. Sinninghe Damst{\'{e}}","Berke, M. A., Johnson, T. C., Werne, J. P., Livingstone, D. A., Grice, K., Schouten, S., & Sinninghe Damsté, J. S. (2014). Characterization of the last deglacial transition in tropical East Africa: Insights from Lake Albert. Palaeogeography, Palaeoclimatology, Palaeoecology, 409, 1–8. https://doi.org/10.1016/j.palaeo.2014.04.014"
"432","10.1016/j.gloplacha.2011.06.004","2011","Michael H. Marshall and Henry F. Lamb and Dei Huws and Sarah J. Davies and Richard Bates and Jan Bloemendal and John Boyle and Melanie J. Leng and Mohammed Umer and Charlotte Bryant","Marshall, M. H., Lamb, H. F., Huws, D., Davies, S. J., Bates, R., Bloemendal, J., et al. (2011). Late Pleistocene and Holocene drought events at Lake Tana, the source of the Blue Nile. Global and Planetary Change, 78(3–4), 147–161. https://doi.org/10.1016/j.gloplacha.2011.06.004"
